detect_id,detect_ts,detect_lat,detect_lon,gnn_decision,gnn_vessel_id,gnn_confidence,gnn_empirical_precision,gnn_candidate_count,ais_verdict,ais_before_km,ais_after_km,length_m_inferred,speed_kn_inferred,matching_score,matching_score_secondary,score_no_length,is_band1,is_band3,in_routed,excluded_vessel_filter,excluded_fixed_infra_v2,excluded_fixed_structure,excluded_on_land,excluded_graph_transitive,excluded_manual_noise,excluded_not_in_pipe,imo,source,vessel_id_topcand,top_candidate_prob,max_cos,date,name,during_freeze,km_from_broadcast,sources,excluded,excl_flags
S2A_MSIL1C_20170804T154911_N0205_R054_T18SVJ_20170804T155116;-75.5124550;39.4135450,2017-08-04 15:51:16.340000+00:00,39.413545,-75.512455,assigned,IMO-9259599,0.7316679660894181,0.988173,6,plausible,25.882844405349402,191.68507528989207,263.0,1.15,0.0,,,False,True,True,False,False,False,False,False,False,False,9259599,reid,,,,2017-08-04,AKKORD,False,8231,raw+reid,False,
S2B_MSIL1C_20171122T064149_N0206_R120_T40RDN_20171122T084845;56.96694300;25.0283290,2017-11-22 06:46:34.470000+00:00,25.028329,56.966943,assigned,IMO-9259599,0.7539277107457529,0.991075,6,plausible,32.56123004414106,558.8588101826897,215.2,11.45,0.00026285341908673034,,0.0015341763020617592,False,False,False,False,False,False,False,False,False,False,9259599,reid,,,,2017-11-22,AKKORD,False,3152,raw+reid,False,
S2B_MSIL1C_20180221T074929_N0206_R135_T35HNB_20180221T131117;27.90560900;-35.093843,2018-02-21 08:14:05.640000+00:00,-35.093843,27.905609,assigned,IMO-9259599,0.7422669789213501,0.989556,7,plausible,105.39815562394004,640.8732436611288,223.79999999999998,13.05,8.908529787262193e-06,,0.00012170935518063638,False,False,False,False,False,False,False,False,False,False,9259599,reid,,,,2018-02-21,AKKORD,False,8525,raw+reid,False,
S2B_MSIL1C_20180319T030539_N0206_R075_T48NVG_20180319T064117;104.5841000;1.44703100,2018-03-19 03:25:47.670000+00:00,1.447031,104.5841,assigned,IMO-9259599,0.7330624289605794,0.988173,6,plausible,44.5788238322778,54.030625115804035,238.9,8.41,0.0,,,False,True,True,False,False,False,False,False,False,False,9259599,reid,,,,2018-03-19,AKKORD,False,8696,raw+reid,False,
S2B_MSIL1C_20180327T022549_N0206_R046_T50QQH_20180327T060147;119.8790850;20.1204620,2018-03-27 02:41:36.910000+00:00,20.120462,119.879085,assigned,IMO-9259599,0.7046125340210985,0.98324,6,plausible,144.1510226409908,308.0873877733813,184.8,11.13,5.911887336904844e-05,,0.0003685174477073245,False,False,False,False,False,False,False,False,False,False,9259599,reid,,,,2018-03-27,AKKORD,False,8601,raw+reid,False,
S2A_MSIL1C_20180329T021651_N0206_R003_T51RVL_20180329T041051;123.0308810;27.6870370,2018-03-29 02:16:48.460000+00:00,27.687037,123.030881,assigned,IMO-9259599,0.7199182449044912,0.985507,6,plausible,350.12475862583676,214.07660766141987,192.7,2.84,0.00012290425359857046,,0.0007661235620270067,False,False,False,False,False,False,False,False,False,False,9259599,reid,,,,2018-03-29,AKKORD,False,8311,raw+reid,False,
S2A_MSIL1C_20180427T024551_N0206_R132_T49PEK_20180427T073238;111.3830280;8.78537100,2018-04-27 03:04:41.300000+00:00,8.785371,111.383028,assigned,IMO-9259599,0.7544613998596859,0.991075,7,plausible,252.8083535734653,284.59092271789854,210.5,13.55,0.00023489867087977313,,0.0014642406684931407,False,False,False,False,False,False,False,False,False,False,9259599,reid,,,,2018-04-27,AKKORD,False,8719,raw+reid,False,
S2A_MSIL1C_20180503T030541_N0206_R075_T48NVG_20180503T082539;104.8998120;1.42508200,2018-05-03 03:26:32.740000+00:00,1.425082,104.899812,assigned,IMO-9259599,0.7789560057010725,0.99648,7,plausible,53.357938504563485,4.922545455802317,211.20000000000002,12.06,0.0001619671314180167,,0.0035992695870670378,False,False,False,False,False,False,False,False,False,False,9259599,reid,,,,2018-05-03,AKKORD,False,8723,raw+reid,False,
S2A_MSIL1C_20180716T060631_N0206_R134_T42RTN_20180716T090615;66.46132000;24.8825540,2018-07-16 06:20:59.330000+00:00,24.882554,66.46132,assigned,IMO-9259599,0.7577304121647757,0.991075,7,plausible,0.12714652391404416,8.799695700027437,211.6,0.26,3.3836778582290896e-08,,6.676227478119715e-07,False,True,True,False,False,False,False,False,False,False,9259599,reid,,,,2018-07-16,AKKORD,False,3896,raw+reid,False,
S2B_MSIL1C_20180809T081559_N0206_R121_T34HDG_20180809T120858;20.04685400;-35.134415,2018-08-09 08:42:00.620000+00:00,-35.134415,20.046854,assigned,IMO-9259599,0.723823117387326,0.987741,8,plausible,76.01753475539145,611.8917265707034,238.79999999999998,15.52,3.801618774998447e-09,0.0013678660558811477,7.515006087815782e-08,False,False,False,False,False,False,False,False,False,False,9259599,reid,,,,2018-08-09,AKKORD,False,8579,raw+reid,False,
S2A_MSIL1C_20180815T093031_N0206_R136_T32MMB_20180815T134430;8.175144000;-3.2204290,2018-08-15 09:42:16.980000+00:00,-3.220429,8.175144,assigned,IMO-9259599,0.782183154961082,0.99648,6,plausible,83.91621947557257,589.4082588596455,196.20000000000002,12.69,0.00010446376543936667,,0.0006097156122908704,False,False,False,False,False,False,False,False,False,False,9259599,reid,,,,2018-08-15,AKKORD,False,5412,raw+reid,False,
S2A_MSIL1C_20200408T082601_N0209_R021_T36TYQ_20200408T122457;36.39250400;44.8142340,2020-04-08 08:37:44.349000+00:00,44.814234,36.392504,assigned,IMO-9259599,0.7608240006904765,0.991075,4,plausible,0.5259757620442252,0.8736264838994126,194.4,1.0,0.0006825080508333228,,0.006506989454558604,False,False,False,False,False,False,False,False,False,False,9259599,reid,,,,2020-04-08,AKKORD,False,691,raw+reid,False,
S2B_MSIL1C_20200723T025549_N0209_R032_T49PCK_20200723T063203;109.5605580;8.56579800,2020-07-23 03:15:41.251000+00:00,8.565798,109.560558,assigned,IMO-9259599,0.8072192876472997,0.99648,3,plausible,1014.7277947164666,2018.3696418634443,220.0,10.87,0.0,,,False,True,True,False,False,False,False,False,False,False,9259599,reid,,,,2020-07-23,AKKORD,False,8583,raw+reid,False,
S2A_MSIL1C_20200810T030551_N0209_R075_T48NVG_20200810T060613;104.8946710;1.75394900,2020-08-10 03:27:54.656000+00:00,1.753949,104.894671,assigned,IMO-9259599,0.8106548702585634,0.99648,3,plausible,0.08618221574856536,0.08782020140381314,223.79999999999998,0.68,4.053504100714145e-06,,9.007786890475878e-05,False,True,True,False,False,False,False,False,False,False,9259599,reid,,,,2020-08-10,AKKORD,False,8698,raw+reid,False,
S2A_MSIL1C_20200916T025551_N0209_R032_T49PCK_20200916T055932;109.4197530;8.40945400,2020-09-16 03:15:43.609000+00:00,8.409454,109.419753,novel,,0.0,,3,,,,230.9,11.3,0.0,,,False,True,,,,,,,,,9259599,raw,IMO-9259599,0.0,,2020-09-16,AKKORD,False,8583,raw,False,
S2B_MSIL1C_20200922T022549_N0209_R046_T51SXU_20200922T041154;124.1397560;34.3804100,2020-09-22 02:38:02.879000+00:00,34.38041,124.139756,assigned,IMO-9259599,0.8169527223799378,0.99648,1,plausible,1113.8627518755447,387.60199455892996,228.6,12.24,1.5182491317666984e-05,,0.00020742493682302077,False,False,False,False,False,False,False,False,False,False,9259599,reid,,,,2020-09-22,AKKORD,False,7928,raw+reid,False,
S2B_MSIL1C_20210117T022029_N0209_R003_T52SBC_20210117T034809;126.7873250;33.8410560,2021-01-17 02:28:13.834000+00:00,33.841056,126.787325,assigned,IMO-9259599,0.7532109123008581,0.991075,1,plausible,213.4326798891547,165.4460853037889,241.6,12.56,0.000681198342521467,,0.003975897889140079,False,False,False,False,False,False,False,False,False,False,9259599,reid,,,,2021-01-17,AKKORD,False,8156,raw+reid,False,
S2A_MSIL1C_20210118T024031_N0209_R089_T51SUU_20210118T045118;121.4838420;34.9717950,2021-01-18 02:48:08.129000+00:00,34.971795,121.483842,assigned,IMO-9259599,0.7802659295353678,0.99648,3,plausible,337.0181059270919,126.20669584444732,223.0,11.24,2.93918291870866e-06,,6.531517597130356e-05,False,True,True,False,False,False,False,False,False,False,9259599,reid,,,,2021-01-18,AKKORD,False,7695,raw+reid,False,
S2A_MSIL1C_20210204T022911_N0209_R046_T50QPE_20210204T053124;118.4159680;17.5151590,2021-02-04 02:42:56.637000+00:00,17.515159,118.415968,assigned,IMO-9259599,0.8181978995016834,0.996629,3,plausible,287.32607538267865,50.60594313466036,224.20000000000002,9.23,1.8095930238414444e-05,,0.00011280096600828753,False,False,False,False,False,False,False,False,False,False,9259599,reid,,,,2021-02-04,AKKORD,False,8670,raw+reid,False,
S2B_MSIL1C_20210320T025549_N0209_R032_T48NZJ_20210322T152916;107.8739700;2.65232600,2021-03-20 03:17:10.874000+00:00,2.652326,107.87397,assigned,IMO-9259599,0.7633163199938444,0.991075,3,plausible,323.91385838450225,245.95752201603625,222.7,11.16,0.0009608400294262216,,0.005989395519918059,False,False,False,False,False,False,False,False,False,False,9259599,reid,,,,2021-03-20,AKKORD,False,8877,raw+reid,False,
S2B_MSIL1C_20210331T225459_N0300_R058_T60NUJ_20210406T162913;175.4485700;2.84580100,2021-03-31 22:55:12.945000+00:00,2.845801,175.44857,novel,,0.0,,1,,,,293.29999999999995,8.29,0.0,,,False,True,,,,,,,,,9259599,raw,IMO-9259599,0.0,,2021-03-31,AKKORD,False,14020,raw,False,
S2B_MSIL1C_20210628T011659_N0300_R031_T55SBC_20210628T025613;144.4438630;38.3868780,2021-06-28 01:26:28.205000+00:00,38.386878,144.443863,novel,,0.0,,1,,,,268.09999999999997,9.35,0.0,,,False,True,,,,,,,,,9259599,raw,IMO-9259599,0.0,,2021-06-28,AKKORD,False,8976,raw,False,
S2B_MSIL1C_20210711T030549_N0301_R075_T48NVG_20210711T060300;104.8311140;1.65922000,2021-07-11 03:27:50.564000+00:00,1.65922,104.831114,assigned,IMO-9259599,0.7493751465240628,0.991075,4,plausible,0.39412940044798667,0.2606436130986469,235.5,0.15,4.425713496413364e-06,,2.7587681378853776e-05,False,True,True,False,False,False,False,False,False,False,9259599,reid,,,,2021-07-11,AKKORD,False,8700,raw+reid,False,
S2B_MSIL1C_20210715T010649_N0301_R131_T55TFJ_20210715T023505;148.8947360;43.6717930,2021-07-15 01:14:51.673000+00:00,43.671793,148.894736,novel,,0.0,,1,,,,268.6,7.38,0.0,,,False,True,,,,,,,,,9259599,raw,IMO-9259599,0.0,,2021-07-15,AKKORD,False,8793,raw,False,
S2B_MSIL1C_20210718T000239_N0301_R030_T55GGR_20210718T010952;149.9795810;-40.445187,2021-07-18 00:07:56.363000+00:00,-40.445187,149.979581,novel,,0.0,,1,,,,256.2,7.84,0.0,,,False,True,,,,,,,,,9259599,raw,IMO-9259599,0.0,,2021-07-18,AKKORD,False,15151,raw,False,
S2A_MSIL1C_20210820T035541_N0301_R004_T46PHT_20210820T062821;96.66797300;10.7493650,2021-08-20 04:15:17.132000+00:00,10.749365,96.667973,novel,,0.0,,1,,,,296.70000000000005,9.15,0.0,,,False,True,,,,,,,,,9259599,raw,IMO-9259599,0.0,,2021-08-20,AKKORD,False,7355,raw,False,
S2B_MSIL1C_20210829T224019_N0301_R072_T59FLD_20210829T233015;168.8819480;-51.240803,2021-08-29 22:40:22.550000+00:00,-51.240803,168.881948,novel,,0.0,,1,,,,282.7,11.26,0.0,,,False,True,,,,,,,,,9259599,raw,IMO-9259599,0.0,,2021-08-29,AKKORD,False,16795,raw,False,
S2B_MSIL1C_20210920T023549_N0301_R089_T50QPF_20210920T044038;118.4527790;18.8823250,2021-09-20 02:52:34.504000+00:00,18.882325,118.452779,assigned,IMO-9259599,0.8216584702880461,0.996629,2,plausible,425.44984579270806,1925.5912598534799,187.8,9.71,1.857411477016122e-05,,0.00017708445898862552,False,False,False,False,False,False,False,False,False,False,9259599,reid,,,,2021-09-20,AKKORD,False,8575,raw+reid,False,
S2B_MSIL1C_20211005T222549_N0301_R029_T59GQL_20211005T232622;173.6421190;-45.141764,2021-10-05 22:28:26.893000+00:00,-45.141764,173.642119,novel,,0.0,,1,,,,298.9,10.49,0.0,,,False,True,,,,,,,,,9259599,raw,IMO-9259599,0.0,,2021-10-05,AKKORD,False,17143,raw,False,
S2B_MSIL1C_20211009T030629_N0301_R075_T48NVG_20211009T055440;104.8956680;1.60729400,2021-10-09 03:27:49.442000+00:00,1.607294,104.895668,assigned,IMO-9259599,0.8228564021650051,0.996629,2,plausible,0.11239605107115166,0.12635731302969103,204.7,0.34,1.111731799602986e-05,,6.488759351601211e-05,False,False,False,False,False,False,False,False,False,False,9259599,reid,,,,2021-10-09,AKKORD,False,8709,raw+reid,False,
S2A_MSIL1C_20211024T030811_N0301_R075_T49NBJ_20211024T053818;108.3848960;7.16674700,2021-10-24 03:25:56.388000+00:00,7.166747,108.384896,assigned,IMO-9259599,0.7774758646939972,0.99648,2,plausible,829.5367322520252,695.5841896599837,199.4,11.19,4.406352139936879e-06,,2.74669923794487e-05,False,True,True,False,False,False,False,False,False,False,9259599,reid,,,,2021-10-24,AKKORD,False,8588,raw+reid,False,
S2B_MSIL1C_20211112T012719_N0301_R131_T53MQV_20211112T024543;136.9041970;-0.6551580,2021-11-12 01:27:21.488000+00:00,-0.655158,136.904197,novel,,0.0,,1,,,,240.6,7.66,0.0,,,False,True,,,,,,,,,9259599,raw,IMO-9259599,0.0,,2021-11-12,AKKORD,False,11526,raw,False,
S2B_MSIL1C_20211118T001109_N0301_R073_T56KNE_20211118T012338;153.1130330;-18.453329,2021-11-18 00:11:44.665000+00:00,-18.453329,153.113033,assigned,IMO-9259599,0.03900475727267416,0.438667,5,plausible,7006.790264716729,9934.214864037103,261.90000000000003,8.79,0.0,,,False,True,False,True,False,False,False,False,False,False,9259599,reid,,,,2021-11-18,AKKORD,False,14162,raw+reid,True,vessel_filter
S2A_MSIL1C_20211129T015021_N0301_R017_T55VDD_20211129T030057;146.0364220;57.6720250,2021-11-29 01:51:08.825000+00:00,57.672025,146.036422,novel,,0.0,,1,,,,216.1,11.61,0.0,,,False,True,,,,,,,,,9259599,raw,IMO-9259599,0.0,,2021-11-29,AKKORD,False,7527,raw,False,
S2B_MSIL1C_20211230T223629_N0301_R115_T60MXV_20211230T235239;178.7135270;-5.1873000,2021-12-30 22:37:21.605000+00:00,-5.1873,178.713527,novel,,0.0,,1,,,,280.3,9.05,0.0,,,False,True,,,,,,,,,9259599,raw,IMO-9259599,0.0,,2021-12-30,AKKORD,False,14971,raw,False,
S2A_MSIL1C_20220112T234311_N0301_R087_T57JWN_20220113T005822;159.1892940;-24.783196,2022-01-12 23:43:23.713000+00:00,-24.783196,159.189294,novel,,0.0,,1,,,,280.5,7.23,0.0,,,False,True,,,,,,,,,9259599,raw,IMO-9259599,0.0,,2022-01-12,AKKORD,False,15086,raw,False,
S2B_MSIL1C_20220122T072209_N0301_R006_T37MHP_20220122T091432;42.60210600;-5.9957420,2022-01-22 07:41:22.495000+00:00,-5.995742,42.602106,novel,,0.0,,1,,,,286.2,9.97,0.0,,,False,True,,,,,,,,,9259599,raw,IMO-9259599,0.0,,2022-01-22,AKKORD,False,5464,raw,False,
S2B_MSIL1C_20220510T031539_N0400_R118_T48NVG_20220510T060151;104.5380840;1.80301900,2022-05-10 03:37:41.126000+00:00,1.803019,104.538084,assigned,IMO-9259599,0.7293067066918582,0.988173,2,plausible,81.64142619799142,63.38654027484906,216.1,5.62,6.864808866836698e-09,,2.835324294195094e-07,False,True,True,False,False,False,False,False,False,False,9259599,reid,,,,2022-05-10,AKKORD,False,8665,raw+reid,False,
S2A_MSIL1C_20220515T031541_N0400_R118_T48NVG_20220515T053314;104.5643570;1.71834600,2022-05-15 03:37:48.192000+00:00,1.718346,104.564357,assigned,IMO-9259599,0.8323628350344734,0.996629,1,plausible,79.04309448842486,98.10979096258262,221.70000000000002,0.5,1.2842644552296724e-06,,9.006907767022789e-06,False,True,True,False,False,False,False,False,False,False,9259599,reid,,,,2022-05-15,AKKORD,False,8674,raw+reid,False,
S2B_MSIL1C_20220629T031529_N0400_R118_T48NVG_20220629T055826;104.5662480;1.70486700,2022-06-29 03:37:48.899000+00:00,1.704867,104.566248,assigned,IMO-9259599,0.7785536885221802,0.99648,2,plausible,11.97488520353089,53.84499662132969,253.0,3.12,0.0,,,False,True,True,False,False,False,False,False,False,False,9259599,reid,,,,2022-06-29,AKKORD,False,8675,raw+reid,False,
S2A_MSIL1C_20230221T021721_N0509_R003_T52SCD_20230221T040532;127.7937850;34.7805940,2023-02-21 02:27:52.890000+00:00,34.780594,127.793785,assigned,IMO-9259599,0.8322508167151597,0.996629,2,plausible,0.1228857739340389,0.13819703139935807,243.0,0.38,5.799030742239484e-09,0.0008335276000149866,4.067023331587879e-08,False,True,True,False,False,False,False,False,False,False,9259599,reid,,,,2023-02-21,AKKORD,False,8161,raw+reid,False,
S2B_MSIL1C_20240528T020649_N0510_R103_T53TLH_20240528T032648;132.9224360;42.7506190,2024-05-28 02:15:30.746000+00:00,42.750619,132.922436,assigned,IMO-9259599,0.8156035227340261,0.99648,1,plausible,870.2532378974036,867.0809900983821,236.6,0.22,0.00013205424576344786,,0.002934538794743286,False,False,False,False,False,False,False,False,False,False,9259599,reid,,,,2024-05-28,AKKORD,False,7937,raw+reid,False,
S2A_MSIL1C_20240609T015701_N0510_R060_T52TGL_20240609T034653;132.0501950;41.3435490,2024-06-09 02:06:13.660000+00:00,41.343549,132.050195,assigned,IMO-9259599,0.8028583474822568,0.99648,1,plausible,7.059194474390459,11.066312265186477,196.4,0.04,0.0003281586784239653,,0.0031286445007050975,False,False,False,False,False,False,False,False,False,False,9259599,reid,,,,2024-06-09,AKKORD,False,7982,raw+reid,False,
S2B_MSIL1C_20250525T024529_N0511_R132_T50SPH_20250525T045929;118.9664340;38.0813330,2025-05-25 02:57:15.147000+00:00,38.081333,118.966434,assigned,IMO-9259599,0.817491119250974,0.99648,1,plausible,60.59077649585732,192.7644867811617,278.6,0.14,1.5886989897157635e-05,0.0004936343042468293,0.0009699184645062271,False,False,False,False,False,False,False,False,False,False,9259599,reid,,,,2025-05-25,AKKORD,False,7310,raw+reid,False,
S2A_MSIL1C_20250525T030151_N0511_R032_T50SPH_20250525T052657;118.9664340;38.0813330,2025-05-25 03:07:26.486000+00:00,38.081333,118.966434,assigned,IMO-9259599,0.7287686379310685,0.988173,3,plausible,60.59077649585732,192.7644867811617,260.59999999999997,0.18,3.707077056820809e-05,0.00032889238493817526,0.003439538933210758,False,False,False,False,False,False,False,False,False,False,9259599,reid,,,,2025-05-25,AKKORD,False,7310,raw+reid,False,
S2B_MSIL1C_20250528T025529_N0511_R032_T50SPH_20250528T044608;119.0210020;38.1005030,2025-05-28 03:07:10.992000+00:00,38.100503,119.021002,assigned,IMO-9259599,0.8198296397685887,0.996629,1,plausible,55.39008096969744,187.65096264259046,244.7,6.47,0.0002020997488685622,,0.004491105530412494,False,False,False,False,False,False,False,False,False,False,9259599,reid,,,,2025-05-28,AKKORD,False,7313,raw+reid,False,
S2C_MSIL1C_20250618T031541_N0511_R118_T48NVH_20250618T065046;104.7330810;1.91949500,2025-06-18 03:37:47.609000+00:00,1.919495,104.733081,assigned,IMO-9259599,0.9075194597244263,,2,,,,244.8,0.26,5.4155833697017266e-08,4.187873470688163e-07,0.05415583369701727,False,False,,,,,,,,,9259599,raw,IMO-9259599,0.9075194597244263,,2025-06-18,AKKORD,False,8673,raw,False,
S2B_MSIL1C_20250623T031519_N0511_R118_T48NVH_20250623T064247;104.7318930;2.03810300,2025-06-23 03:37:30.257000+00:00,2.038103,104.731893,assigned,IMO-9259599,0.813388118614288,0.99648,1,plausible,126.13983614358105,115.71596087619118,225.2,0.14,7.367587187359144e-09,0.002650942407379485,7.024211959866654e-08,False,False,False,False,False,False,False,False,False,False,9259599,reid,,,,2025-06-23,AKKORD,False,8664,raw+reid,False,
S2C_MSIL1C_20250801T025611_N0511_R032_T50SPH_20250801T044911;119.0973290;38.1376430,2025-08-01 03:07:30.689000+00:00,38.137643,119.097329,assigned,IMO-9259599,0.8027314061093307,0.99648,2,plausible,137.4982371279316,177.33967840730506,243.29999999999998,0.46,0.0,,,False,True,True,False,False,False,False,False,False,False,9259599,reid,,,,2025-08-01,AKKORD,False,7316,raw+reid,False,
S2B_MSIL1C_20250803T024529_N0511_R132_T50SPH_20250803T042910;118.9666570;38.0811490,2025-08-03 02:57:14.394000+00:00,38.081149,118.966657,assigned,IMO-9259599,0.8149422010075149,0.99648,1,plausible,150.36705452671234,189.74516555185272,260.0,0.13,3.1299541438876415e-08,0.0026325125329633636,4.2761792315295064e-07,False,False,False,False,False,False,False,False,False,False,9259599,reid,,,,2025-08-03,AKKORD,False,7310,raw+reid,False,
S2A_MSIL1C_20260310T082751_N0512_R021_T36SVA_20260310T121134;32.26890700;31.5725100,2026-03-10 08:41:40.101000+00:00,31.57251,32.268907,assigned,IMO-9259599,0.7651966955752982,0.991075,2,plausible,0.11701021805770388,0.1271676137769154,227.8,0.2,0.000674014279749232,0.00026677268785211194,0.6035386936604081,False,False,False,False,False,False,False,False,False,False,9259599,reid,,,,2026-03-10,AKKORD,False,1146,raw+reid,False,
S2B_MSIL1C_20260412T082559_N0512_R021_T36RVV_20260412T120451;32.27470500;31.5721820,2026-04-12 08:41:32.605000+00:00,31.572182,32.274705,assigned,IMO-9259599,0.9023734331130981,,1,,,,241.20000000000002,0.05,0.005054878024616432,0.00019738048796621812,6.503438244521084,True,False,,,,,,,,,9259599,raw,IMO-9259599,0.9023734331130981,,2026-04-12,AKKORD,False,1146,raw,False,
S2B_MSIL1C_20260422T082559_N0512_R021_T36RVV_20260422T120457;32.27418100;31.5718180,2026-04-22 08:41:30.380000+00:00,31.571818,32.274181,assigned,IMO-9259599,0.8934992551803589,,1,,,,235.2,0.12,0.008421670124696823,0.00032884539460857013,7.54109213737945,True,False,,,,,,,,,9259599,raw,IMO-9259599,0.8934992551803589,,2026-04-22,AKKORD,False,1146,raw,False,
S2A_MSIL1C_20260429T082751_N0512_R021_T36RVV_20260429T121052;32.27460100;31.5720010,2026-04-29 08:41:49.964000+00:00,31.572001,32.274601,assigned,IMO-9259599,0.9037464261054993,,1,,,,209.7,0.08,0.00015870680509603776,0.00022897520135363445,0.07258172414710401,False,False,,,,,,,,,9259599,raw,IMO-9259599,0.9037464261054993,,2026-04-29,AKKORD,False,1146,raw,False,
S2A_MSIL1C_20260519T082751_N0512_R021_T36SVA_20260519T122402;32.27492100;31.5714620,2026-05-19 08:41:35.600000+00:00,31.571462,32.274921,assigned,IMO-9259599,0.8983399868011475,,1,,,,225.3,0.02,0.011890199596693171,0.00046428289406431564,7.72290793945821,True,False,,,,,,,,,9259599,raw,IMO-9259599,0.8983399868011475,,2026-05-19,AKKORD,False,1146,raw,False,
S2B_MSIL1C_20260522T082559_N0512_R021_T36RVV_20260522T120435;32.27523300;31.5720950,2026-05-22 08:41:30.326000+00:00,31.572095,32.275233,assigned,IMO-9259599,0.9097325801849365,,1,,,,225.3,0.04,0.0003206289826285042,0.00019216380248621547,6.624408339492514,False,False,,,,,,,,,9259599,raw,IMO-9259599,0.9097325801849365,,2026-05-22,AKKORD,False,1146,raw,False,
S2A_MSIL1C_20260529T083531_N0512_R021_T36RVV_20260529T121111;32.27533900;31.5720050,2026-05-29 08:41:51.089000+00:00,31.572005,32.275339,assigned,IMO-9259599,0.9049655199050903,,1,,,,234.1,0.05,0.009210998744838425,0.00035966672549935327,8.24788779228201,True,False,,,,,,,,,9259599,raw,IMO-9259599,0.9049655199050903,,2026-05-29,AKKORD,False,1146,raw,False,
S2B_MSIL1C_20260601T082559_N0512_R021_T36SVA_20260601T120435;32.27492000;31.5716420,2026-06-01 08:25:59+00:00,31.571642,32.27492,assigned,IMO-9259599,0.9187251329421997,,1,,,,246.1,0.03,,,4.21606657697007,False,False,,,,,,,,,9259599,raw,IMO-9259599,0.9187251329421997,,2026-06-01,AKKORD,False,1146,raw,False,
S2B_MSIL1C_20260601T082559_N0512_R021_T36RVV_20260601T120435;32.27491900;31.5717320,2026-06-01 08:25:59+00:00,31.571732,32.274919,assigned,IMO-9259599,0.9017865657806396,,1,,,,243.79999999999998,0.07,0.007359608923804708,0.0002873745308090465,9.468628502350867,True,False,,,,,,,,,9259599,raw,IMO-9259599,0.9017865657806396,,2026-06-01,AKKORD,False,1146,raw,False,
S2C_MSIL1C_20260606T082601_N0512_R021_T36SVA_20260606T120934;32.27449500;31.5720910,2026-06-06 08:41:18.913000+00:00,31.572091,32.274495,assigned,IMO-9259599,0.7892675128928808,0.99648,1,plausible,0.03507939769464214,0.1472403317580727,224.20000000000002,0.22,0.0009173523617087316,0.00044205443675367884,0.5958375870739324,False,False,False,False,False,False,False,True,False,False,9259599,reid,,,,2026-06-06,AKKORD,False,1146,raw+reid,True,graph_transitive
S2B_MSIL1C_20260611T082559_N0512_R021_T36SVA_20260611T122455;32.27512900;31.5719140,2026-06-11 08:25:59+00:00,31.571914,32.275129,assigned,IMO-9259599,0.9267117977142334,,1,,,,245.3,0.38,0.0032787220506369378,0.0003118333167299894,4.218294936777403,True,False,,,,,,,,,9259599,raw,IMO-9259599,0.9267117977142334,,2026-06-11,AKKORD,False,1146,raw,False,
S2B_MSIL1C_20260611T082559_N0512_R021_T36RVV_20260611T122455;32.27512900;31.5719140,2026-06-11 08:41:32.413000+00:00,31.571914,32.275129,assigned,IMO-9259599,0.907450258731842,,1,,,,243.1,0.43,0.00046636631622724763,0.00031196032706465527,4.220013056756557,False,False,,,,,,,,,9259599,raw,IMO-9259599,0.907450258731842,,2026-06-11,AKKORD,False,1146,raw,False,
S2C_MSIL1C_20260616T082601_N0512_R021_T36SVA_20260616T121013;32.27471100;31.5714600,2026-06-16 08:26:01+00:00,31.57146,32.274711,assigned,IMO-9259599,0.9040277004241943,,1,,,,230.5,0.04,,,7.1887624855548795,False,False,,,,,,,,,9259599,raw,IMO-9259599,0.9040277004241943,,2026-06-16,AKKORD,False,1146,raw,False,
S2C_MSIL1C_20260616T082601_N0512_R021_T36RVV_20260616T121013;32.27460500;31.5715500,2026-06-16 08:41:34.339000+00:00,31.57155,32.274605,assigned,IMO-9259599,0.8935710191726685,,1,,,,224.1,0.05,0.008514591563910278,0.00036996776722376023,5.530387127265267,True,False,,,,,,,,,9259599,raw,IMO-9259599,0.8935710191726685,,2026-06-16,AKKORD,False,1146,raw,False,
S2A_MSIL1C_20260618T083531_N0512_R021_T36SVA_20260618T121349;32.27492100;31.5715520,2026-06-18 08:35:31+00:00,31.571552,32.274921,assigned,IMO-9259599,0.915368378162384,,1,,,,234.4,0.1,,,8.799823033812933,False,False,,,,,,,,,9259599,raw,IMO-9259599,0.915368378162384,,2026-06-18,AKKORD,False,1146,raw,False,
S2B_MSIL1C_20260621T082559_N0512_R021_T36RVV_20260621T120456;32.27492100;31.5714620,2026-06-21 08:25:59+00:00,31.571462,32.274921,assigned,IMO-9259599,0.8081485754160553,0.99648,1,plausible,0.08258656592267301,0.07992778179524018,245.79999999999998,0.13,0.00026349950559634164,0.00015716257457668186,7.850680261253201,False,False,False,False,False,False,False,False,False,False,9259599,reid,,,,2026-06-21,AKKORD,False,1146,raw+reid,False,
S2B_MSIL1C_20260621T082559_N0512_R021_T36SVA_20260621T120456;32.27492200;31.5713710,2026-06-21 08:25:59+00:00,31.571371,32.274922,assigned,IMO-9259599,0.9084156155586243,,1,,,,244.20000000000002,0.11,0.00663109983209584,0.0002589280521187453,8.531352891460083,True,False,,,,,,,,,9259599,raw,IMO-9259599,0.9084156155586243,,2026-06-21,AKKORD,False,1146,raw,False,
